Sentiment,Chloe,Tweet
0,0,72. | 🔄 Vierter Wechsel beim OFC: Onangolo kommt für Breitenbach. 🔴⚪️ #OFCF95 #DFBPokal #kickersoffenbach #kultsindwir #nurderOFC
0,0,Pizza Hawaii an sich schon bodenlos. Und jetzt noch mit salami anstatt Schinken? https://t.co/hFpjz97MEu
0,0,Wie ist dieser Tag eigentlich so schnell vorbei gegangen?
1,0,@brigatistaa Du bist die lustigste
1,1,Beste Zeiten in Deutschland! 🇩🇪 #WWELeipzig #WWELive #WWE    @DMcIntyreWWE @fightbobby @SashaBanksWWE @NaomiWWE @SuperKingofBros @ShinsukeN @KingRicochet @SamiZayn https://t.co/5xYzUOTXAd
1,1,@JaneDoesStories Viel Spaß euch 🥳. Man sieht sich hoffentlich nächstes Jahr
0,0,@keskilyaaa naja war okey ist aber auch undercover land weisst
0,0,"Es geht darum, dass Listen, Worte und leichtfertige Kommentare im echten Leben Menschen verletzen oder töten können, weil eine Person davon aufgestachelt loszieht und einfach zuschlägt. Hass im Netz ist Schwungmasse für reale Schläger. Ich danke euch🙏. https://t.co/mYOO1PRvoC"
0,0,„Leben auf Verschleiß: Armutsbetroffene aus Baden-Württemberg erzählen“ https://t.co/VAaR2c30Jg
0,-1,"Zwei Intensivstationen zu einer zusammengelegt. Grund: Personalmangel. Die Klinik kann weniger Patienten aufnehmen, Schwerverletzte müssen längere Transportwege überstehen. Wann ist für die Politik der Punkt „Überlastung“ erreicht?"
0,0,"@Lohapedrar Wollte sie beim ersten Kind schon, ging aber wegen BEL nicht. Dann wollte sie BEL in spezialisierter Klinik spontan entbinden, klappte dann aber leider doch nicht. uvm."
0,0,kurze durchsage: natürlich gehören fetische auf den csd sie sind sogar historisch eine tragende säule. wer hier irgendwas von „aber die kinder“ labert bedient rechte narrative die permanent versuchen widerlicher brücken zwischen „gefahr für kinder“ und queeren menschen zu bilden
0,0,Kluber is dealin
0,0,@borrible @Queen_Of_Light @vanderbellen @drlisamaria @ingomar_gutmann Lebst du in Österreich?
0,-1,"Ich kann Euch nur raten, schickt Eure Kinder in Box- und nicht in Yoga-Schulen und bringt ihnen wieder bei sich zu wehren und zurückzuschlagen, damit sie nicht Opfer dieser feigen migrantischen Schlägerbanden werden.   https://t.co/EmjGvH8eC9"
0,0,"@YouToubeGirl wie groß soll ''sie'' sein? 1,60 1,70? vielleicht 2m? 🧐"
0,0,@MrJonasDanner Weil er immer irgendwie Respekt vor Zivilbevölkerung hat? Keine Ahnung
0,0,@Ben_Bombadil Wie geht's Dir 🐶denn heute?🐾
0,0,@GolfTravelerJoe Portmarnock
0,0,@djuffie @ginosingh_ Bin auch neugierig : 
0,-1,"Es ist offenkundig, worum es Leuten wie Söder, Merz und aus Reihen der FDP eigentlich geht: die Rücknahme des #Atomausstieg. Forderungen nach einem Kernenergiegipfel, Fracking für den Norden, das Lamentieren über Kernfusion zeigen, welche absurden Züge die Debatte angenommen hat."
0,0,@LangeNase @ArturWeigandt Dann bin ich ja beruhigt. Springen schon genug Neandertaler hier rum.
0,0,"Sg. Herr @florianklenk, ich habe ihren Artikel zum Tod von @drlisamaria gelesen, sie gestern im Space von @iwonalaub sprechen hören. Dazu möchte ich folgendes feststellen:"
0,0,"@LGrimsqueaker Ich hab in der Instrumentensterilisation geholfen, die OP-Sets wiederzuverpacken. Glaub mir ich hatte alles in der Hand was es so gibt. Besonders das Amputationsset war voller übler Gerätschaften die eher an Tischlerequipment erinnert haben"
0,0,Hey schaut doch mal vorbei 🤗  @ArenaNet @GuildWars2 #GW2 @GuildWars2_DE @TwitterGaming @Touch_Portal #twitchde #twitchpush https://t.co/A0SF016qbu
0,0,Kennt Ihr das noch? https://t.co/a1bqcxVEsq
1,1,"Wir waren heut mit hunderten Menschen beim #CSDNeustrelitz. Gute Stimmung, gutes Wetter und eine wichtige Aktion! Vielen Dank an @queer_nb und #queernz. #csd #neustrelitz #thefirstpridewasariot https://t.co/3JOJp7cQ8s"
0,0,@batundso wegen dir. Nicht mit dir
0,0,#Silco #Arcane  – Mary Shelley Frankenstein https://t.co/D2m2rqpSfQ
-1,-1,"@lawen4cer Komisch, dass die eigenen Methoden viel weniger Spaß machen, wenn man sie selbst zu spüren bekommt.  Mic ist halt Täter und nicht Opfer. Und ne weinerliche, rückgratlose, feige Wurst."
0,0,"Live - #Subnautica Below Zero Weiter geht's, diesmal hab ich auch gespeichert und muss nicht wieder alles von vorne machen :p https://t.co/bXz0QnV8vE #TwitchDE #Twitch #SubnauticaBelowZero"
-1,0,"@Vornachname15 Dann tut es mir leid. Für mich gehts nicht darum, moralisch besser als andere zu sein, sondern im Einklang mit meinen Werten zu leben. Zu wissen, X ist eigtl falsch, aber es trotzdem zu tun, erzeugt einen inneren Graben und fühlt sich für mich nicht gut an."
0,0,@JohannesSpalj Das liegt weit ausserhalb meines Erfahrungshorizonts
1,1,@VeiglSilvia8 @BernhardHackst1 Küsse dich auf liebe dich so sehr gerne dich haben kann schon schatz Schatz Zugenküsse Busssi 😘 😘 😘 😘 😘 😘 😘
0,-1,@Marcixdd1 ich weiß sorry wurde schon von zu vielen typen mit nike ringen manipuliert😵‍💫🥹
0,0,"Die Verhängung des ""state of emergency"" in New York aufgrund der Affenpocken zeigt, dass global schnelles Handeln wichtiger gewesen wäre, als verharmlosende Prognosen  https://t.co/Gb46k5eMAi https://t.co/9bffvwwwWX"
0,0,@Blaulichtpirat1 @lena__keller @FinnKarsten @Patrick1Krieger Da habe ich meinen Dozenten gemacht. Es gab reichlich Diskussionen. 😅 Es waren fast alle Bundesländer vertreten.
-1,-1,"#jakeshields Jetzt, wo klar ist, dass der Impfstoff versagt hat, versuchen die Leute, die uns dazu zwingen wollten, so zu tun, als wäre nie etwas gewesen.  Sie möchten, dass wir vergessen, aber ich werde nie den Hass und die Verachtung gegen uns vergessen. #wirhabenausgegrenzt https://t.co/H4g8xVrLYX"
0,0,Oversharing kann ich aber auch sehr gut. https://t.co/o81g8waKD9
0,0,"Ach, der Oarsch sei auch bedankt."
0,0,@MitschAlexander Maassen ist der geistige Nachfolger von Heinrich Himmler.
1,1,Guten Morgen liebe #bitcoin plebs. Die Woche war ich bei @_einundzwanzig_ eingeladen und habe mit @fabthefoxx und @danielwingen über meinen persönlichen Weg in das #btc Rabbithole gesprochen. Es war mir eine Freunde! Einfach Unfassbar  https://t.co/V8E4jYagpA
0,-1,"#GruenenInkompetenz Deshlab müssen auch die Anforderungen für Beamte gesenkt werden, damit man  Grüne in diese Positionen bringen kann. https://t.co/Lb6r4cqHau"
0,0,"#Ukraine beschießt jetzt nicht nur Zivilbevölkerung im Donbass, sondern auch ukrainische Kriegsgefangene im Donbass. Sollen sie so zum schweigen gebracht werden? 🥴 https://t.co/WPJI8VLe1r"
0,0,@winnkekatze Moin Jungs habt ihr n bisschen patte fürn penner? Wisst ihr was patte ist?
0,0,"„Ungeimpfte dürfen nicht als Minderheit die Mehrheit terrorisieren“  Marie-Agnes Strack-Zimmermann Politikerin FDP, Publizistin  15.11.2021 #WELT  Ab Minute 4:12 👇🏻 https://t.co/TDDHgbvpRW"
0,0,@aus_dem_walde @a_crelier @mkdrrdkm @nikitheblogger Wer würde Deutschland nicht helfen?
1,1,@FOPinHamburg Das war wirklich ein wunderschöner Abschied für Bobby. Er und Ihr wart ein tolles Team.
0,0,@Dirk_aus_Hessen Weniger Butter tut dir bestimmt gut.
0,0,"@PsychophieToBe Und lern rechtzeitig, dich nicht so ausnutzen zu lassen. nieman muss 6 Stunden ohne Pause im OP stehen."
0,0,"@DariusHorch @Darling_2022 Vor allem ist jeder Soldat in erster Linie Staatsbürger in Uniform und dazu verpflichtet unrechtmäßige Befehle zu verweigern. Und die Bundeswehr im eigenen Land, gegen das eigene Volk einzusetzen, ist unrechtmäßig! Alleine das, diese Regierung dies vor hat zeigt das wahr Gesicht!"
0,0,[VIDEO] 220730 Chungha al Mik Festival!  #청하 #CHUNGHA @CHUNGHA_MNHent  https://t.co/JbLKe5qqul
0,0,"@DrJoelina Die Katze hatte in dem armen Birbsi bestimmt auch eine leichte Beute, weil, ein entflogener Kanarienvogel kennt sich natürlich mit Katzen noch weniger aus als andere Wildvögel."
0,0,ℹ️ 17'838 ZuschauerInnen verfolgen die Partie im kybunpark.  *2:0 | #SGFCZ #fcz #stadtclub #NieUsenandGah
0,0,"Immer wenn irgendwo irgendwas geduldet werden muss, muss ich an diesen Post denken, wo der Barkeeper erklärt, dass man Nazis sofort aus der Kneipe rauswerfen muss, sonst ist es irgendwann eine Nazi-Bar."
-1,0,"Von dem was man von Militärexperten und Ökonomen hört, sieht es überhaupt nicht gut aus für Russland.  Die größte Hoffnung Russlands liegt nun in des Westens Dummheit, Mutlosigkeit und Korruption."
0,0,Freiburg vprbestrAFT
0,-1,"Unsere Politker haben offensichtlich keine Vorstellung  wer wir Deutsche sind. Aber immer mehr Deutsche, bekommen eine Ahnung, wer und was unsere Politiker sind."
1,1,Schöne Grüße nach Bremen und Hamburg an Randy und Claas ;) https://t.co/8dYpMFjrtV
0,0,@CorvusCoraxPC Ist das ein Aufsatz für Bosch Bohrer?
1,1,"@BlackI3ird Ist notiert!   Dann Daumen drücken, dass ich Montag den Vogel auch runterhole! 💪  Ihr müsst dann aber Montagabend alle zum Krönungsball kommen! 🥳"
0,0,Die ungeschlagene Nr. 1 wenn es um Sinnoh geht. https://t.co/04hcaQ8c9K
0,0,"@gudrungiebels Nein - bei uns steht jeden Samstag in der Fußgängerzone ein ""Rosenmann"" mur einem Standl, der verkauft diese wunderschönen und supergut duftenden Rosen."
0,0,"Wer kennt dich denn hier mit Tempelrittern aus🙏? Frage: Ist das deren Zeichen? Und falls ja, was macht es dort in einer byzantinischen Kapelle in Mystras? https://t.co/Vlrz8aPcSa"
-1,-1,"Wenn Menschen durch Hetze und Drohungen in den Tod getrieben werden und die Sicherheitsbehörden wegsehen, dann ist das lupenreiner Faschismus.  #QuerdenkerSindTerroristen"
0,0,Die Hetzkampagne der Hetzer ist orchestrierte heisse Luft! #IchHabeMitgemacht #WirHabenAusgegrenzt https://t.co/S3uZ4Cv9ED
1,1,@Osamavon09 jetzt bin ich aber erleichtert
0,,"@helgelindh Ihr intellektuelles Niveau ist unterirdisch, Herr Lindh!"
1,1,"@MowkyFox @OskarPannier DS: schaffst du easy 👍 Outfit: sehr hübsch und authentisch, passt zum Spiel.  Wird es durch die Ohren eigentlich zum Cosplay ? Weil sonst ist das 100% alltagstauglich. 😁👍"
0,0,"Hab immer gesagt ich könnte niemals vegan leben. Seit es jedwede Milchprodukte, besten „Fleischersatz“ und die tollsten veganen Schokokekse der Welt gibt, wird es eng für mich, wenn es irgendwann mal künstlichen Bauchspeck und „Käse“ gibt, der nicht nach Baustoff schmeckt *"
0,0,@Celineee44 @playboysphinx hat dein Kind überfahren aber er würde dir sicherlich ein neues machen
0,0,@Radiiktrs Muslera  natürlich
-1,-1,"Meine ghanaische Freundin hat auf das (weiße) Baby ihrer Nachbarin aufgepasst und dann kam die Polizei weil so eine Karen die angerufen hatte wegen ""Kindesentführung"". Die haben ihr das Baby dann weggenommen bis die Nachbarin wieder da war. 🤬"
-1,-1,"@Pea44305359 @Karl_Lauterbach peda, ich glaube einfach, du spinnst!"
0,1,Zugführer des Monats👍 Recht hat er … https://t.co/WlM7gjkjN4
0,-1,@Karl_Lauterbach Noch viel abstoßender aber ist folgendes! https://t.co/7elERtE2cu
0,1,Michelangelo is my favorite ninja turtle
1,0,"@hspmauli Churchill hat das ganz gut beschrieben:  „Man soll dem Leib etwas Gutes bieten, damit die Seele Lust hat, darin zu wohnen.“"
0,-1,"Ich kann mich nicht erinnern, wann ich das letzte Mal soo krank war.. Sommergrippe hatte ich sonst nicht. Der 4. Tag jetzt.  Die Kopfschmerzen sind zum Glück besser, zum Ausgleich hab ich Halsschmerzen. Husten wie Sau.  Scheisse"
0,0,@alfobello Wie redest du mit dem Föhrer???
0,0,die verkaufen kabelbinder für 588 euro https://t.co/QlJca13CEb
0,0,"Man diskutiert in Berlin lebhaft, ob das 9-Euro-Ticket fortgesetzt werden sollte.  Aber sicher ist, dass weiterhin jeder Liter Kerosin im Personen-Flugverkehr staatlich subventioniert wird."
0,0,"@Heinz_Donath @Jrgen70858433 @borginov Erst ab den 1980gern gab es wieder mehr Hitzetage als 1972, seit dem aber regelmäßig und immer mehr seit 1972  Sogenannte Tropennächte (auch Nachts in der Stadt über 30°C) gab es 1972 einen, 2022 schon 8  Aber ja alles wie vor 50 Jahren  Ach ja und würden wir mit vor 49 oder 51 "
0,0,Ich habe Twitter gerade auf hell gestellt… das ist wie eine andere Welt
0,0,@cosisgal @Division1979 @Petra04894866 @chaosknispeline @Claus1766 @666Vitpilen @buitengebieden Na nu bin ich überstimmt und muss dich als Sensenmann betrachten 🤷🏻‍♀️🤣
0,0,Yachten sind auch nur schwimmende Wohnmobile.
0,0,@GhostixR6 @Itzz_TiMEX Jeder siehts anders 🤷‍♂️
1,0,@ThomasWalach @BaumgartenErna zu Schade  hab noch von Silvester  - ganz dekadent - eine Flasche Kindersekt da  und einen Schlumberger White Piccolo   aber die Hoffnung stirbt bekanntlich zuletzt
0,0,@istderlandvogt Das ist Situationsbedingt zu betrachten ☺️✌️
0,0,"@UweJelting @helgelindh Nö, nur ne Liste, die man ins Internet stell, damit der Mob sie lynchen kann. Hat der Stürmer schon gemacht in den 30'ern von unliebsamen Linken und Juden."
1,1,"Heute ist der internationale Tag der Freundschaft.  Freundschaft ist wunderbar, respektvoll, inspirierend, wholesome. Ein gegenseitiges Geben und Nehmen ohne Zwang. Einfach so, weil man sich schätzt, mag oder liebt.  Liebe Freund*innen: Danke, dass es euch gibt.♥️💚❤️💛💜"
0,0,@griscia_ffb @lawen4cer Mic möchte erreichen das die Gesellschaft sich spaltet und ruft gegen die Spaltung auf. Zudem nimmt er in kauf das Morddrohungen gegen diese Leute geschrieben werden /shadow
0,0,Du kannst nicht alles verändern. Nur dich selbst ! Aber meistens verändert das dann alles. https://t.co/mvfVwx9knv
1,1,https://t.co/eXPXMx2zh0 Eisbären machen die ersten vorsichtigen Schritte (how beautiful is this!
0,0,"@BewareMacduff @_mutigsein @greenCat_mike Ich habe auch nicht gesagt das nur Unternehmer*innen euch wählen, Rentner*innen tuen es auch :)"
0,0,Kickers Offenbach - Fortuna Düsseldorf 1:3 Tor: Ginczek (71.) #OFCF95 https://t.co/txXqxGpuvy
-1,-1,"Ich finde es extrem erbärmlich, wie man trotz der bestätigten Kriegsverbrechen Russland nicht als das wahrnimmt, was es ist: ein kriegslüsternes, autoritäres Regime ohne Moral, ohne Menschlichkeit. Der Ukraine gilt unsere bedingungslose Solidarität. Russland muss verlieren."
-1,-1,"Wenn man dieses dumme Narrativ gebetsmühlenartig wiederholt, wird es nicht wahrer. Wenn die Menschen auf die Straßen gehen, dann nicht weil sie rechts sind, sondern wegen der katastrophalen und zerstörerischen Politik der Ampel-Koalition. https://t.co/nqVMzPnC4h"
0,0,"Wir benötigen insgesamt nur noch 1.225 Euro. Vielleicht habt Ihr noch etwas übrig bitte, um zu unterstützen. Tausend Dank! https://t.co/jzzcTloHKM"
0,0,"@cmodder1 @EFDavies 3 gestaltet, geprägt und bestimmt. Diese Verbrecher, auch der Herr Bandera!, haben diesen zeitgeschichtlichen Kontext geschaffen, den Sie jetzt ""differenziert"" betrachten und berücksichtigen wollen? Sehr fragwürdige Methode!"
0,0,Kickers Offenbach - Fortuna Düsseldorf 1:3 Tor: Ginczek (71.) #OFCF95 https://t.co/VVNCfcwIBV
-1,0,"Schlimmste, absolut unmenschliche #Kriegsverbrechen verübt durch 🇷🇺 Soldaten sind diese Woche bekannt geworden. #Putin wird kein Erbarmen kennen, wenn wir ihn gewähren lassen. Darum gibt es nur einen Weg die Ukrainer zu schützen: Indem sie mit schweren Waffen gegen 🇷🇺 gewinnen. https://t.co/XOj6g94reM"
0,0,@ThomasWalach @hofpower @thorwarp @OthmarWicke Auch die Website des Parlaments behauptet das jedenfalls: https://t.co/wQY5XfH9P3
0,-1,"@NemoVosScitis @Vorzimmerdame2 Um Gotteswillen, ES SIND FFP2 STAUBSCHUTZMASKEN da gibt es keinen ANDEREN VERWENDUNGSZWECK. Hinzu kommt eine kostenpflichtige Unterweisung durch die Berufsgenossenschaft und eine kostenpflichtige ärztliche Untersuchung. DIE KEINER VON EUCH VERSTRAHLTEN JE HATTE🤦‍♂️"
0,0,Kickers Offenbach - Fortuna Düsseldorf 1:3 Tor: Ginczek (71.) #OFCF95 https://t.co/XCGOJCfE9f
0,0,"Morgen Abend um 20 Uhr senden wir #BrandungLive Folge 59!!  Brandung Live ist unsere Radioshow zu Potsdamer Politik und Berichten aus Brandenburg, Deutschland und von International!  Schau mal auf unserer Website vorbei: https://t.co/a9OvQ6VvNc  #PiratesOnAir #PoA #PIRATEN #Radio https://t.co/D6AnoQPKxq"
-1,0,@sizinamklan pech gehabt
0,0,Wer kennt diese Kreatur ???? https://t.co/PoRdaGofF2
0,0,@Holgermat Da war ich früher regelmäßig Gast 😂😂
0,-1,"@DennisKBerlin Er wird ja (zumindest in den Beispielen, die er nennt) nicht mal für den Tod von Dr. Kellermayr verantwortlich gemacht. Hört sich aber für den Kopfsprung in die Opferrolle dramatischer an. Hat mich geblockt, nachdem ich das so kommentiert habe. Was für eine jämmerliche Gestalt. https://t.co/XRSKBsLuTP"
-1,-1,"@helgelindh Stimmt, die die da aufgeführt sind auf dieser „Liste“ haben nichts gelernt, sogar eine gute Kinderstube wurde ihnen verwehrt. Wollen Sie jetzt noch das Zitieren verbieten? Gehen Sie doch nach Russland, da könnte das funktionieren, Sie Putintroll."
0,0,Ich habe heute auf der Baustelle alle meine Sünden abgebüßt. Jetzt hab ich mir ein kühles Gustl verdient. Prost Leute.
0,0,@diebosnierin Das kein liebe das siamesische zwilling digga
0,0,"@Ben0707Hamburg @HsvVolkspark87 Wäre big, aber ich glaub der will da nicht weg"
0,0,@welt Auswandern nach Ungarn? 🤔
0,1,MATH HOFFA - SUPERGANGSTER VIDEO🔥🔥🔥🔥 https://t.co/CFW9awuNfJ via @YouTube @MATHHOFFA
1,1,"@_Donnerlittchen Dann freu Dich und unternimm etwas. Vielleicht mit einer Kollegin, einer Bekannten, etc.   🥺👍  Achte auf Deine Gesundheit!    ☝🥺"
0,0,"Grenzen Dicht. JETZT. Fanatiker, Gefährder ABSCHIEBEN! Die Mutter eines türkischstämmigen IS-Fanatikers, der drohte, Polizisten den Kopf abzuschneiden, raste am Samstag in tirol mit ihrem Auto einen Polizisten nieder. Der Beamte wurde schwer verletzt.  https://t.co/u8xXWaSlrd"
0,0,Tueren OG - TFK OG Dirk Tuere ist jetzt geschlossen (30.07.2022 19:32:50)
0,-1,"Ich habe in der Schule nicht gelernt, dass Krieg bedeutet, dass Politiker diverser Völker mitten im Kriegsgebiet auf einem Balkon gemeinsam grenzdebil in die Abendsonne grinsen und Champagner schlürfen. Ich bin verarscht worden. 😱 #Ukraine"
0,0,Will jmd pro clubs auf ps4? Brauchen aber Verteidiger
0,0,Ein Schaubild was alles zeigt. #Atomskandal #AtomkraftNeinDanke https://t.co/D46iq9UUeW
-1,0,"@erichOtava @Anar90068571 @Natascha_Strobl sorry, ich bin nicht bereit jenseits von wissenschaftlichen fakten, glaskugel-prognosen oder gängige ""sager"", narrative zu diskutieren. und auf einem niveau von ""maskenfanatismus"" schon gar nicht. das ist sinnlos ..."
0,0,@butch_013 @Stefani00169385 @Malex76 @Kim_Mars @MartinJende @thepaffy @frankstengel Ok. Hört sich nach der Hood hinter der Mauer an. Können uns weiße Wanderer begegnen? https://t.co/wfQNwq44Zt
-1,-1,"Kommen wir zur üblichen Zusammenfassung des ersten Tages der Woche der Deppen. 1000 cognitiv eingeschränkte Wutbürger vom rechten Rand der Gesellschaft stolpern Trillerpfeifend durch Berlin und präsentieren ihr Nutzlosigkeit, Respekt ihr Zahlschafe 🤡🤡💩💩  Teil 2-3 da 👇 https://t.co/MRTeMert4w"
0,-1,@MobileInCH Yep 2 Monate Arbeitslager Und da darfst bei uns den 10 Jahre alten BW Müll aufräumen
-1,-1,@Karl_Lauterbach Was sind Sie nur für Hetzer und Spalter !!!Treten Sie zurück !!!! SIE HABEN MENSCHEN SCHWEREN SCHADEN ZUGEFÜGT UND EXISTENZEN ZERSÖRT !!!HÖREN SIE AUF ...SIE LÜGNER !!!! SIE SIND SO ASOZIAL !!!
0,0,"@bayer04fussball @SV07Elversberg Die selber Worte wie nach Lotte, RWE und KSC. Dann bringt doch mal die Qualität auf den Platz! Einfach mal liefern. #B04"
0,0,"@schokofn @payback7_ junge du spiels normals in League, komplett verloren"
1,1,@sturmwind_5877 Dir auch Marco … Danke 🤩
-1,-1,Wenn man einer dummen sagt Sie soll sich dumm stellen…Genau! So hat Sie auch geguckt.
0,0,@Puste34116752 Und Putin ist der zweitgröTaZ (2. größter Terrorist aller Zeiten).
0,0,"@respawn1988 @haraldlaatsch @misik § 189 StGB - Verunglimpfung des Andenkens Verstorbener ""Wer das Andenken eines Verstorbenen verunglimpft, wird mit Freiheitsstrafe bis zu zwei Jahren oder mit Geldstrafe bestraft."""
0,1,@sp0rtmarkengoth @grrrlz2thefront @thegreatfoxby Wollte eig nur deine accurate analyse und erklärung loben
-1,0,"Jeden Tag daran erinnern...  dass die AfD keine demokratische Partei, sondern eine faschistische, unsoziale, frauenfeindliche, homofeindliche und rassistische Vereinigung von Rechtsextremist*innen ist, die vom Verfassungsschutz beobachtet wird.   Inspiriert von @Fan_Tas_Tisch"
-1,,"@dirk0812 Ja, ich empfinde das auch so. Einfach schrecklich."
-1,,@BisonBonasus2 @MarcoPVogt @paul_muad @LarsKayserberg @akm0803 Bin doch selber die größte kartoffek die es gibt. Allerdings ohne ein Rassist zu sein. Im Gegenteil zu dir. Und jetzt blocke ich dich.
0,,"Richtung #Bachmut: Die russischen Streitkräfte stürmen nahe der Siedlungen #Semigorje, #Werschina, #Pokrowskoje sowie Gebiete um das Wärmekraftwerk #Uglegorsk. #Ukraine #UkraineKrieg #UkraineRussiaWar #UkraineKonflikt #NATO #NATOTerroristen #Donezk #Donbass #Russian #EU #USA #DVR https://t.co/l0C7LZrabu"
0,,@GorkiGundolf Glaub mir das geht nicht mehr raus
0,,@valerie_galery Dammit Michael
1,,@JJekrom Das find ich immer so mutig. Vielleicht schaff ich das auch mal draussen. Momentan nehm ich noch Fotos zur Hilfe. 😍
1,,"Bitte teilen, damit viele zu den Demos kommen: https://t.co/MTmvaiHh7m"
0,,@eROCKIT_Bike Ist das ein Öhlins Federbein und wenn ist das an allen eROCKIT nachrüstbar?
0,,"Die TERF-Aktivistin scheint jetzt bei der Shoah angekommen, sie impliziert, damit relativiert sie. https://t.co/a9bWqVIgch"
0,,Zwei Monate nach Meldung ist die harte Kante weg und alles komplett gepflastert. Das ging mal flott @Ottostadt 👍 https://t.co/bMSOIfunqC #magdeburg @ADFC_MD
0,,Die härteste 69 meines Lebens. https://t.co/Nsyt6eIJTO
0,,@uludag_enis so warm isses gar nicht
1,,@Schwarzenegger Alles Gute zum Geburtstag für deine Mutti und für dich Arnie! 💪🏻  Viele Grüßen aus Tschechien 👋  Prost der Beste! 🍺🍺🍺
-1,,@Tagesspiegel Er trampelt doch nicht auf den EU Werten herum. Er hat sie erschossen und in die Sickergrube geworfen.
0,,@TeeConnaisseur @Karpador10 @kineyDE @f2k1de @liberaloluke Wenn du die Verfassung und Aufklärung übersehen willst. Bittesehr.
0,,@lightcatcher84 @PHOTO_SPTH77 … mit Verspätung 🚂 oha lass das den lieben Wolf nicht lesen 🙈😅
0,,"@nix_mir @ElefantImRaum2 @helgelindh Der Freitod ist sehr bedauerlich!  Trotz allem wurde er nicht ""verfolgt"", sondern gg. ihn wurde richtigerweise ermittelt wg. Ausstellen unrichtiger Gesundheitszeugnisse. Das kann mit bis zu zwei Jahren Haft bestraft werden und die Approbation kosten. Also...keinen Mist behaupten"
0,,@HaeliHarlekin @MimiMaid Heiratet endlich! xD
0,,@gedankenlos22 Es tut mir so wahnsinnig leid für euch. Ich wünsche euch ganz viel Kraft für diese schwere Zeit. Und trotz allem eine schöne Zeit mit eurem #Winterling.
0,,Zwischen den Zeilen so viele Gedanken an dich. ~
0,,"@sp0rtmarkengoth Geiler Grund ""Schmeckt nicht"", weil wir Milliarden Menschen auf diesem Planeten auch alle ein und denselben Geschmack haben 🙄"
0,,@ranzaccount Wenns hält ist es kein Pfusch lol
0,,Ist das Deutschlands Zukunft….?!? https://t.co/IlaNj1CLQy
0,,"Liebe Frau #Vollbrecht, im Fall dass ich an die HU Berlin berufen werde, dann lade ich Sie gerne zu einem meiner Seminare zur „Biopolitik des Nationalsozialismus“ ein. Sie könne dabei sicherlich noch etwas lernen. Mein Angebot steht. Herzlich Dana Mahr"
0,,"Das Auswärtige Amt hat uns allein gelassen und in den Wochen vor der Evakuierung unsere Einschätzungen und operativen Vorschläge weitgehend ignoriert«, wird van Thiel später dem SPIEGEL sagen.  Das es ein Clusterfuck war, ist klar, haben wir ja gesehen, /1 https://t.co/eAl2BghaVh"
0,,Bouldermüsk Flexbroad
0,,@destinygguk KKKKKJJKK MDS ???
0,,"Total trivial, diese Mathematik. 😂 https://t.co/VU2ajLRLgy"
0,,"Parteien, die ein F/ f enthalten ,,, !?!"
0,,"Das ist übrigens die Fahne die für Freiheit, Demokratie, Toleranz und Vielfalt steht, liebe Bundesregierung. https://t.co/0BRterVhnn"
0,,"1/ hey @kaufland @lidl @amazonDE @Tchibo_presse @MinijobZentrale @EON_Presse @LeifaufSendung  @hubertus_heil  @PorscheNewsroom @digitalziegler @JOOP_official @commerzbank @allianz_de  die @Achgut_com hält unsere Hinweise für ""Denunziation"" und ruft selbst dazu auf... @blakeswort https://t.co/fBfbmK6OJS"
0,,"@philipphinze24 Laimer doch in der Startelf aber tut mir sehr leid für Angelino , wäre gut wenn die Fans heute seinen Namen anstimmen! Er hat immer alles für den Verein gegeben!"
0,,@RusenTimurAksak Tun sie wahrscheinlich eh.
0,,@FruhwaldLudwig Hmm da sieht mir auf der gerilla TV Seite und auf etlichen Telegramm channeln ganz anders aus? Soll ich dir paar Videos schicken? Aber Vorsicht ist nicht ohne...
0,,"@nobody_6666666 @ariakenjed12 @Polk_Azov und Kriegsregeln zur Rechenschaft ziehen wird.  Deshalb werden wir – AZOV, die Ukraine als Staat und die gesamte zivilisierte Welt – schmerzhaft zurückschlagen, damit Russland sich ein für alle Mal daran erinnert. Wir ermitteln bereits die Namen der Vollstrecker und"
0,,@DoKomi @SmashContest @quikssb @TarikDee @BaseBeJay @DarkThunder333 @pichudrybie @Ente_ssb @EOmorbido @Zetalure Das hat lange gedauert
0,,@Rote_Luna Oufff die hab ich nicht gesehen 😭😭😭
-1,,"@polarstern64 @dr_raddatz Auch alle anderen die mitgemacht haben. Die haben das freiwillig ohne Zwang getan! Es hat sie niemand gezwungen Mitbürger zu diskreditieren, zu drangsalieren, zu mobben, auszugrenzen, zu nötigen und der Existenz zu berauben!"
0,,"@ntvde Der einzig notwendige Impfstoff zum Oktoberfest hat ein Volumen von knapp einem Liter, das reicht 🍺"
0,,"Habeck bei Phönix: ""Russland erweist sich als unzuverlässiger Lieferant."" Könnte die Ursache dafür auch darin liegen, dass wir lautstark ankündigen, ein unzuverlässiger Abnehmer zu sein und Zusagen nicht einhalten?"
0,,@Brodo_14 An 97 aufstiegstrikot anGElehnt
0,,Gib mal Pink Sauce rüber.
0,,@nazaleclercista virgen
0,,@NCTsmtown_DREAM kangennnn
0,,@PamelaRuetten Passt perfekt 🤣
